actors,actors_celebrity
"Conrad Veidt, Alexandra Sorina, Fritz Kortner, Carmen Cartellieri, Paul Adkonas","[('Conrad Veidt', 123), ('Alexandra Sorina', 40), ('Fritz Kortner', 110), ('Carmen Cartellieri', 39), ('Paul Adkonas', 0)]"
"Alec Baldwin, John Lone, Penelope Ann Miller, Peter Boyle, Ian McKellen, Tim Curry, Jonathan Winters, Sab Shimono, Andre Gregory, Brady Tsurutani, Mary Colquhoun, James Hong, Arsenio ""Sonny"" Trinidad, Joseph Maher, John Kapelos, Max Wright, Aaron Lustig, Ethan Phillips, Sinoa Loren, Rudolph Willrich, Verlon Edwards, Wesley Mann, Joe D'Angerio, Larry Joshua, Larry Hankin, Woon Park, Brian Khaw, Nathan Jung, Al Leong, Gerald Okamura, Fred Sanders, Alix Elias, Patrick Fisher, Abraham Benrubi, Steve Hytner, Lily Mariye, Patrick Fischler, Jeff Cahill, John L. Weaver, Kate McGregor-Stewart, Michael Hadge, Roland Brown, Kraig Kishi, Garret T. Sato, James Lew, Leo Lee, Jen Sung Outerbridge, Al Goto, Phillip Borsos, Billy Wong, Toshishiro Obata, Darryl Chan, Stuart Quan, Dan Koji, Nils Allen Stewart, James Katsuyuki Taenaka, Bruce Locke, Tera Tabrizi, Cristina Lawson, Chi-en Telemaque, Donna Lai Ming Lew, Raul Reformina, Kathy Lee Doherty, James Alan, Linda Atkinson, Keith A. Wester","[('Alec Baldwin', 339), ('John Lone', 81), ('Penelope Ann Miller', 110), ('Peter Boyle', 130), ('Ian McKellen', 194), ('Tim Curry', 162), ('Jonathan Winters', 122), ('Sab Shimono', 61), ('Andre Gregory', 72), ('Brady Tsurutani', 0), ('Mary Colquhoun', 22), ('James Hong', 180), ('Arsenio ""Sonny"" Trinidad', 0), ('Joseph Maher', 45), ('John Kapelos', 42), ('Max Wright', 56), ('Aaron Lustig', 31), ('Ethan Phillips', 73), ('Sinoa Loren', 0), ('Rudolph Willrich', 0), ('Verlon Edwards', 0), ('Wesley Mann', 19), (""Joe D'Angerio"", 31), ('Larry Joshua', 38), ('Larry Hankin', 49), ('Woon Park', 0), ('Brian Khaw', 0), ('Nathan Jung', 25), ('Al Leong', 36), ('Gerald Okamura', 29), ('Fred Sanders', 24), ('Alix Elias', 11), ('Patrick Fisher', 25), ('Abraham Benrubi', 47), ('Steve Hytner', 30), ('Lily Mariye', 42), ('Patrick Fischler', 49), ('Jeff Cahill', 0), ('John L. Weaver', 16), ('Kate McGregor-Stewart', 20), ('Michael Hadge', 15), ('Roland Brown', 14), ('Kraig Kishi', 0), ('Garret T. Sato', 34), ('James Lew', 35), ('Leo Lee', 16), ('Jen Sung Outerbridge', 0), ('Al Goto', 0), ('Phillip Borsos', 56), ('Billy Wong', 10), ('Toshishiro Obata', 27), ('Darryl Chan', 22), ('Stuart Quan', 4), ('Dan Koji', 19), ('Nils Allen Stewart', 30), ('James Katsuyuki Taenaka', 30), ('Bruce Locke', 14), ('Tera Tabrizi', 0), ('Cristina Lawson', 0), ('Chi-en Telemaque', 0), ('Donna Lai Ming Lew', 0), ('Raul Reformina', 0), ('Kathy Lee Doherty', 0), ('James Alan', 108), ('Linda Atkinson', 19), ('Keith A. Wester', 28)]"
"Nicolas Cage, Bridget Fonda, Rosie Perez, Wendell Pierce, Isaac Hayes, Victor Rojas, Seymour Cassel, Stanley Tucci, J.E. Freeman, Robert Dorfmann, Red Buttons, Richard Jenkins, Robert Dorfman, Charles Busch, Beatrice Winde, Ginny Yang, Rene Rivera, Angel David, Anna Lobell, Merwin Goldsmith, Vincent Pastore, George J. Manos, Willie Colon, Ranjit Chowdhry, Frank Pellegrino, John Louis Fischer, Mina Bern, Feiga Martinez, John Norman Thomas, Ann Dowd, Kay Tong Lim, Alan Muraoka, Felipe Luciano","[('Nicolas Cage', 253), ('Bridget Fonda', 203), ('Rosie Perez', 98), ('Wendell Pierce', 74), ('Isaac Hayes', 191), ('Victor Rojas', 18), ('Seymour Cassel', 84), ('Stanley Tucci', 136), ('J.E. Freeman', 13), ('Robert Dorfmann', 50), ('Red Buttons', 86), ('Richard Jenkins', 221), ('Robert Dorfman', 61), ('Charles Busch', 54), ('Beatrice Winde', 42), ('Ginny Yang', 0), ('Rene Rivera', 40), ('Angel David', 23), ('Anna Lobell', 0), ('Merwin Goldsmith', 33), ('Vincent Pastore', 60), ('George J. Manos', 0), ('Willie Colon', 91), ('Ranjit Chowdhry', 41), ('Frank Pellegrino', 43), ('John Louis Fischer', 11), ('Mina Bern', 36), ('Feiga Martinez', 0), ('John Norman Thomas', 17), ('Ann Dowd', 50), ('Kay Tong Lim', 29), ('Alan Muraoka', 26), ('Felipe Luciano', 22)]"
"Roy Coulson, Billie Bennett, Wilson Benge, Willard Louis, Maine Geary, Lloyd Talman, Merrill McCormack","[('Roy Coulson', 0), ('Billie Bennett', 31), ('Wilson Benge', 30), ('Willard Louis', 40), ('Maine Geary', 0), ('Lloyd Talman', 0), ('Merrill McCormack', 0)]"
"Melanie Griffith, Ed Harris, Michael Patrick Carter, Malcolm McDowell, Anne Heche, Casey Siemaszko, Philip Bosco, Brian Christopher, Adam LaVorgna, Kevin Scannell, Jessica Wesson, Amanda Sharkey, Mary Goldberg, Margaret Nagle, Kati Powell, John Alvin, Ann Baker, Tom Coop, Michael Conn, Jacquelyn K. Koch, Julia Montgomery, William John Murphy, Mark Pennell, Don Roberts, William L. Schwarber","[('Melanie Griffith', 242), ('Ed Harris', 171), ('Michael Patrick Carter', 29), ('Malcolm McDowell', 141), ('Anne Heche', 147), ('Casey Siemaszko', 57), ('Philip Bosco', 84), ('Brian Christopher', 34), ('Adam LaVorgna', 41), ('Kevin Scannell', 62), ('Jessica Wesson', 21), ('Amanda Sharkey', 0), ('Mary Goldberg', 10), ('Margaret Nagle', 40), ('Kati Powell', 0), ('John Alvin', 43), ('Ann Baker', 24), ('Tom Coop', 5), ('Michael Conn', 11), ('Jacquelyn K. Koch', 0), ('Julia Montgomery', 25), ('William John Murphy', 21), ('Mark Pennell', 9), ('Don Roberts', 11), ('William L. Schwarber', 0)]"
"Taylor Nichols, Chris Eigeman, Tushka Bergen, Mira Sorvino, Pepe Munne, Pep Munne, Nuria Badia, Thomas Gibson, Jack Gilpin, Hellena Schmied, Francis Patrick Creighton, Pere Ponce, Edmon Roch, Debbon Ayer, J. Harden Rose","[('Taylor Nichols', 41), ('Chris Eigeman', 45), ('Tushka Bergen', 43), ('Mira Sorvino', 131), ('Pepe Munne', 0), ('Pep Munne', 44), ('Nuria Badia', 15), ('Thomas Gibson', 70), ('Jack Gilpin', 40), ('Hellena Schmied', 84), ('Francis Patrick Creighton', 0), ('Pere Ponce', 42), ('Edmon Roch', 37), ('Debbon Ayer', 8), ('J. Harden Rose', 0)]"
"Albert Finney, Greta Scacchi, Matthew Modine, Julian Sands, Michael Gambon, Ben Silverstone, Susie Figgis, Maryam d'Abo, Heathcote Williams, Oliver Milburn, Jeff Nuttall, Dinah Stabb, Belinda Low, George Harris, Mark Long","[('Albert Finney', 201), ('Greta Scacchi', 87), ('Matthew Modine', 114), ('Julian Sands', 101), ('Michael Gambon', 157), ('Ben Silverstone', 39), ('Susie Figgis', 12), (""Maryam d'Abo"", 76), ('Heathcote Williams', 73), ('Oliver Milburn', 34), ('Jeff Nuttall', 58), ('Dinah Stabb', 0), ('Belinda Low', 9), ('George Harris', 42), ('Mark Long', 29)]"
"Marisa Tomei, Robert Downey Jr., Bonnie Hunt, Joaquim de Almeida, Fisher Stevens, Billy Zane, Adam LeFevre, John Benjamin Hickey, Siobhan Fallon Hogan, Antonia Rey, Phyllis Newman, Denise du Maurier, Tammy Minoff, Harry Barandes, Jessica Hertel, Barbara Cupisti, Rick Applegate, Marc Field, Bob Tracey, Gianfranco Barra, Sergio Pierattini, Giovanni DiBenedetto, Domenico Pane, Fiorenzo Fiorentini, Francesco Romei, Buck Herron, Amanda Lohman, Shari Summers, Cristina Moglia, Mattia Sbragia, Fausto Lombardi, Sonia Martinelli, Simona Ferraro Chartoff, Renato Scarpa, Salvatore Loriga, Diane Jones, James Sampson, Claudio Padovan, K.J. Roberts, Gregory Gibson Kenny, Antone Dileo, Jaclyn Urso, Jessica Merlin, Bethany Smocer, Gina Maria Trello, Victor Buhler, Dina Morrone","[('Marisa Tomei', 265), ('Robert Downey Jr.', 209), ('Bonnie Hunt', 108), ('Joaquim de Almeida', 81), ('Fisher Stevens', 94), ('Billy Zane', 113), ('Adam LeFevre', 45), ('John Benjamin Hickey', 54), ('Siobhan Fallon Hogan', 68), ('Antonia Rey', 39), ('Phyllis Newman', 57), ('Denise du Maurier', 0), ('Tammy Minoff', 0), ('Harry Barandes', 0), ('Jessica Hertel', 0), ('Barbara Cupisti', 40), ('Rick Applegate', 0), ('Marc Field', 0), ('Bob Tracey', 12), ('Gianfranco Barra', 46), ('Sergio Pierattini', 32), ('Giovanni DiBenedetto', 0), ('Domenico Pane', 40), ('Fiorenzo Fiorentini', 54), ('Francesco Romei', 14), ('Buck Herron', 0), ('Amanda Lohman', 5), ('Shari Summers', 0), ('Cristina Moglia', 9), ('Mattia Sbragia', 48), ('Fausto Lombardi', 5), ('Sonia Martinelli', 0), ('Simona Ferraro Chartoff', 8), ('Renato Scarpa', 63), ('Salvatore Loriga', 0), ('Diane Jones', 16), ('James Sampson', 11), ('Claudio Padovan', 8), ('K.J. Roberts', 9), ('Gregory Gibson Kenny', 0), ('Antone Dileo', 0), ('Jaclyn Urso', 0), ('Jessica Merlin', 2), ('Bethany Smocer', 0), ('Gina Maria Trello', 0), ('Victor Buhler', 17), ('Dina Morrone', 10)]"
"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger, Eric Roberts, Mario Ernesto Sánchez, Sergio Dore Jr., Chase Randolph, Jeana Bell, Brittany Paige Bouck, Emilio Estefan Jr., LaGaylia Frazier, Ramon Gonzalez Cuevas, Tony Munafo, Cheito Quinonez, Tony Tatis, Mercedes Enriquez, Yeniffer Behrens, Scott Blake, Rex Reddick, Jeff Bornstein, Allan Graf, Juan Cejus, Marcela Cardona, Brent Sexton, Yami Hildalgo, Alfredo Álvarez Calderón, Steve Raulerson, Dave Caprita, Mayte Vilán, Bud Ekins, John Archie, Frank A. DeVito III, Bobbi Evors, John Brent Curry, Chris Conrad, Carmen More, Anabela Gracia, Guillermo Gentille, Ashley Winston Nolan, Victoria Bass, Mario Roberts, Jeff Moldovan, Gene Hartline, Antoni Corone, Steve Gladstone, Jackie Davis","[('Sylvester Stallone', 260), ('Sharon Stone', 208), ('James Woods', 139), ('Rod Steiger', 141), ('Eric Roberts', 104), ('Mario Ernesto Sánchez', 14), ('Sergio Dore Jr.', 0), ('Chase Randolph', 0), ('Jeana Bell', 0), ('Brittany Paige Bouck', 24), ('Emilio Estefan Jr.', 55), ('LaGaylia Frazier', 40), ('Ramon Gonzalez Cuevas', 0), ('Tony Munafo', 19), ('Cheito Quinonez', 0), ('Tony Tatis', 0), ('Mercedes Enriquez', 0), ('Yeniffer Behrens', 16), ('Scott Blake', 23), ('Rex Reddick', 0), ('Jeff Bornstein', 11), ('Allan Graf', 29), ('Juan Cejus', 0), ('Marcela Cardona', 0), ('Brent Sexton', 38), ('Yami Hildalgo', 0), ('Alfredo Álvarez Calderón', 16), ('Steve Raulerson', 0), ('Dave Caprita', 0), ('Mayte Vilán', 20), ('Bud Ekins', 28), ('John Archie', 35), ('Frank A. DeVito III', 0), ('Bobbi Evors', 0), ('John Brent Curry', 0), ('Chris Conrad', 44), ('Carmen More', 13), ('Anabela Gracia', 0), ('Guillermo Gentille', 0), ('Ashley Winston Nolan', 0), ('Victoria Bass', 0), ('Mario Roberts', 0), ('Jeff Moldovan', 21), ('Gene Hartline', 0), ('Antoni Corone', 27), ('Steve Gladstone', 16), ('Jackie Davis', 35)]"
"Clifton Webb, Barbara Stanwyck, Robert Wagner, Audrey Dalton, Thelma Ritter, Brian Aherne, Richard Basehart, Allyn Joslyn, James Todd, William Johnstone, Charles FitzSimons, Barry Bernard, Harper Carter, Edmund Purdom, Camillo Guercio, Anthony Eustrel, Helen Van Tuyl, Alan Marston, James Lilburn, Christopher Severn, Frances Bergen, Guy Standing Jr., Hellen Van Tuyl, Roy Gordon, Marta Mitrovich, Ivis Goulding, Dennis J. Fraser, Ashley Cowan, Nathan Lee Graham, Merry Anders, Gloria Gordon, Melinda Markey, Patrick Aherne, Ron Hagerthy, Conrad Feia, Richard West, Mae Marsh, William Cottrell, Owen McGiveney, Donald Chaffin, Ralph Grosh, Michael Ferris, John Fraser, David Hoffman, Gordon Richards, Elizabeth Flournoy, Robin Hughes, Robin Camp, Pat Aherne, David Thursby, Patrick O'Moore, John Costello, Nicolas Coster, Pat O'Moore, Michael Hadlow, Ivan Hayes, Robin Sanders Clark, Herbert Deans, John Dodsworth, Charles R. Keane, Salvador Baguez, Eugene Borden, Alberto Morin, Richard Peel, Michael Rennie, Harry Cording, Joan Hayes, Bert Stevens, Duke Seba, Joyce Newhart, George Boyce","[('Clifton Webb', 110), ('Barbara Stanwyck', 154), ('Robert Wagner', 100), ('Audrey Dalton', 52), ('Thelma Ritter', 107), ('Brian Aherne', 90), ('Richard Basehart', 93), ('Allyn Joslyn', 42), ('James Todd', 8), ('William Johnstone', 62), ('Charles FitzSimons', 0), ('Barry Bernard', 17), ('Harper Carter', 27), ('Edmund Purdom', 81), ('Camillo Guercio', 0), ('Anthony Eustrel', 26), ('Helen Van Tuyl', 0), ('Alan Marston', 0), ('James Lilburn', 28), ('Christopher Severn', 22), ('Frances Bergen', 58), ('Guy Standing Jr.', 21), ('Hellen Van Tuyl', 0), ('Roy Gordon', 27), ('Marta Mitrovich', 0), ('Ivis Goulding', 0), ('Dennis J. Fraser', 0), ('Ashley Cowan', 12), ('Nathan Lee Graham', 33), ('Merry Anders', 48), ('Gloria Gordon', 13), ('Melinda Markey', 15), ('Patrick Aherne', 38), ('Ron Hagerthy', 29), ('Conrad Feia', 0), ('Richard West', 12), ('Mae Marsh', 89), ('William Cottrell', 26), ('Owen McGiveney', 9), ('Donald Chaffin', 11), ('Ralph Grosh', 0), ('Michael Ferris', 42), ('John Fraser', 32), ('David Hoffman', 26), ('Gordon Richards', 35), ('Elizabeth Flournoy', 0), ('Robin Hughes', 33), ('Robin Camp', 8), ('Pat Aherne', 38), ('David Thursby', 7), (""Patrick O'Moore"", 25), ('John Costello', 10), ('Nicolas Coster', 51), (""Pat O'Moore"", 0), ('Michael Hadlow', 0), ('Ivan Hayes', 10), ('Robin Sanders Clark', 0), ('Herbert Deans', 0), ('John Dodsworth', 11), ('Charles R. Keane', 22), ('Salvador Baguez', 0), ('Eugene Borden', 36), ('Alberto Morin', 35), ('Richard Peel', 8), ('Michael Rennie', 67), ('Harry Cording', 39), ('Joan Hayes', 5), ('Bert Stevens', 11), ('Duke Seba', 0), ('Joyce Newhart', 0), ('George Boyce', 26)]"
"Oprah Winfrey, Danny Glover, Thandie Newton, Kimberly Elise, Beah Richards, Lisa Gay Hamilton, Albert Hall, Irma P. Hall, Carol Jean Lewis, Carol Jane Lewis, Kessia Kordelle, Jude Ciccolella, Anthony Chisholm, Dorothy Love Coates, Jane White, Jason Robards, Yada Beener, Emil Pinnock, Calen Camero Johnson, George E. Ray, Wes Bentley, Dashiell Eaves, Tyler Hinson, Brian Hooks, Angie Utt, Hill Harper, Jim Roche, Vertamae Grosvenor, Ramona Castle, Brooklyn James, Nora Marlowe, Frederick Strother, Lillian Smith, Aliya Robinson, Joe Toutebon, Brittany Hawkins, Alerte Belance, Ayoka Dorsey, Ashleigh Watson, Dajon Matthews Roach, Norris Wiggins Jr., Harry Northup, Tracey Walter, Terel Gibson, Damani Baker, Robert Castle, Paul Lazar, Leigh Smiley, Jiggs Walker, Dan Olmstead, Charles Glenn, Anthony S. Calypso, Ysaye M. Barnwell, Trazana Beverley, Cecelia Ann Birt, Grace Blake, Jordan Cael, Nitanju Bolade Casel, Edwidge Danticat, Yanick Etienne, Jacqueline Celestin Fils-Aime, Denise Gassant, Frances Gray, Thelma Houston, Louise Johnson, Aisha Kahlil, Carol Lynn Maillard, Dianne McIntyre, Gaynielle Neville, Madeline Preston, Matt Rochester, Millicent Sparks, Lisa Summerour, Ophelia M. Turner, Karen Lorraine Vicks, Willa Ward, Pauletta Washington","[('Oprah Winfrey', 283), ('Danny Glover', 150), ('Thandie Newton', 112), ('Kimberly Elise', 57), ('Beah Richards', 69), ('Lisa Gay Hamilton', 60), ('Albert Hall', 52), ('Irma P. Hall', 57), ('Carol Jean Lewis', 0), ('Carol Jane Lewis', 0), ('Kessia Kordelle', 0), ('Jude Ciccolella', 39), ('Anthony Chisholm', 32), ('Dorothy Love Coates', 36), ('Jane White', 36), ('Jason Robards', 145), ('Yada Beener', 0), ('Emil Pinnock', 0), ('Calen Camero Johnson', 0), ('George E. Ray', 0), ('Wes Bentley', 77), ('Dashiell Eaves', 21), ('Tyler Hinson', 0), ('Brian Hooks', 34), ('Angie Utt', 0), ('Hill Harper', 63), ('Jim Roche', 10), ('Vertamae Grosvenor', 29), ('Ramona Castle', 0), ('Brooklyn James', 0), ('Nora Marlowe', 30), ('Frederick Strother', 0), ('Lillian Smith', 62), ('Aliya Robinson', 0), ('Joe Toutebon', 0), ('Brittany Hawkins', 0), ('Alerte Belance', 0), ('Ayoka Dorsey', 0), ('Ashleigh Watson', 0), ('Dajon Matthews Roach', 0), ('Norris Wiggins Jr.', 0), ('Harry Northup', 45), ('Tracey Walter', 41), ('Terel Gibson', 11), ('Damani Baker', 6), ('Robert Castle', 5), ('Paul Lazar', 25), ('Leigh Smiley', 8), ('Jiggs Walker', 18), ('Dan Olmstead', 9), ('Charles Glenn', 21), ('Anthony S. Calypso', 0), ('Ysaye M. Barnwell', 0), ('Trazana Beverley', 25), ('Cecelia Ann Birt', 0), ('Grace Blake', 18), ('Jordan Cael', 9), ('Nitanju Bolade Casel', 16), ('Edwidge Danticat', 122), ('Yanick Etienne', 14), ('Jacqueline Celestin Fils-Aime', 0), ('Denise Gassant', 0), ('Frances Gray', 51), ('Thelma Houston', 78), ('Louise Johnson', 69), ('Aisha Kahlil', 15), ('Carol Lynn Maillard', 30), ('Dianne McIntyre', 23), ('Gaynielle Neville', 0), ('Madeline Preston', 0), ('Matt Rochester', 0), ('Millicent Sparks', 0), ('Lisa Summerour', 20), ('Ophelia M. Turner', 0), ('Karen Lorraine Vicks', 0), ('Willa Ward', 8), ('Pauletta Washington', 23)]"
"Jason Scott Lee, Cary Elwes, Lena Headey, Sam Neill, John Cleese, Jason Flemyng, Stefan Kalipha, Ron Donachie, Anirudh Agrawal, Faran Tahir, Sean Naegeli, Joanna Wolff, Liza Walker, Rachel Robertson, Natalie Morse, Gerry Crampton, Amrik Gill, Rick Glassey","[('Jason Scott Lee', 73), ('Cary Elwes', 107), ('Lena Headey', 127), ('Sam Neill', 150), ('John Cleese', 224), ('Jason Flemyng', 79), ('Stefan Kalipha', 28), ('Ron Donachie', 36), ('Anirudh Agrawal', 9), ('Faran Tahir', 54), ('Sean Naegeli', 0), ('Joanna Wolff', 0), ('Liza Walker', 23), ('Rachel Robertson', 14), ('Natalie Morse', 4), ('Gerry Crampton', 14), ('Amrik Gill', 0), ('Rick Glassey', 0)]"
"Allen Ginsberg, Ken Kesey, William S. Burroughs, Ken Kesey, Norman Mailer, Abbie Hoffman, Dick Cavett, William F. Buckley Jr., Joan Baez, Amiri Baraka, Bob Dylan, Abbie Hoffman, Jack Kerouac, Eugene Brooks Ginsberg, Hannah Litzky, Edith Ginsberg, Herbert Huncke, Michael McClure","[('Allen Ginsberg', 296), ('Ken Kesey', 143), ('William S. Burroughs', 258), ('Ken Kesey', 143), ('Norman Mailer', 288), ('Abbie Hoffman', 92), ('Dick Cavett', 100), ('William F. Buckley Jr.', 138), ('Joan Baez', 248), ('Amiri Baraka', 231), ('Bob Dylan', 451), ('Abbie Hoffman', 92), ('Jack Kerouac', 240), ('Eugene Brooks Ginsberg', 0), ('Hannah Litzky', 0), ('Edith Ginsberg', 9), ('Herbert Huncke', 40), ('Michael McClure', 80)]"
"Arnold Schwarzenegger, Danny DeVito, Emma Thompson, Frank Langella, Pamela Reed, Judy Collins, James Eckhouse, Aida Turturro, Welker White, Megan Cavanagh, Merle Kennedy, Mindy Seeger, Christopher Meloni, Antoinette Peragine, Cassandra Wilson, Ellen McLaughlin, Stefan Gierasch, Alexander Enberg, Judy Ovitz, Michele Abrams, Kevin West, Ira Newborn, Misa Koprova, Jodi Knotts, Michelle Abrams, John Pinette, Fred Stoller, Kathleen Chalfant, Anna Gunn, Lisa Summerour, Maggy Myers Davidson, Kristina Hardee, Leah Teweles, Dee Hengstler, Maggie Han, Jerald Vincent, Charmaine Alicia Mancil, Lawrence Tierney, Charles McGowan, Peter Elliott, Matt Mulhern, Chris Pray, John Yang, Sara Peery, Jan Yanehiro, Dennis O'Donnell, Beth Campbell Fitzgerald, Lawrence T. Wrentz, Brianna McConnell, Brittany McConnell, Ryan Doss, Zachary Doss, Christian Giammichele, Kieran Giammichele, Monika Schnarre, Allen Walls, Kevin Sifuentes, Tom Dugan, Holly Wortell, Susan Dills, Peter Chen, Dean Jacobson, Mary Gordon Murray, Julie Vasquez, Dayna Winston","[('Arnold Schwarzenegger', 363), ('Danny DeVito', 197), ('Emma Thompson', 300), ('Frank Langella', 123), ('Pamela Reed', 63), ('Judy Collins', 156), ('James Eckhouse', 50), ('Aida Turturro', 78), ('Welker White', 23), ('Megan Cavanagh', 32), ('Merle Kennedy', 20), ('Mindy Seeger', 9), ('Christopher Meloni', 80), ('Antoinette Peragine', 0), ('Cassandra Wilson', 115), ('Ellen McLaughlin', 28), ('Stefan Gierasch', 46), ('Alexander Enberg', 33), ('Judy Ovitz', 0), ('Michele Abrams', 23), ('Kevin West', 16), ('Ira Newborn', 45), ('Misa Koprova', 0), ('Jodi Knotts', 11), ('Michelle Abrams', 0), ('John Pinette', 53), ('Fred Stoller', 35), ('Kathleen Chalfant', 56), ('Anna Gunn', 79), ('Lisa Summerour', 20), ('Maggy Myers Davidson', 0), ('Kristina Hardee', 0), ('Leah Teweles', 0), ('Dee Hengstler', 0), ('Maggie Han', 29), ('Jerald Vincent', 0), ('Charmaine Alicia Mancil', 0), ('Lawrence Tierney', 63), ('Charles McGowan', 28), ('Peter Elliott', 26), ('Matt Mulhern', 31), ('Chris Pray', 0), ('John Yang', 21), ('Sara Peery', 15), ('Jan Yanehiro', 12), (""Dennis O'Donnell"", 19), ('Beth Campbell Fitzgerald', 0), ('Lawrence T. Wrentz', 10), ('Brianna McConnell', 17), ('Brittany McConnell', 17), ('Ryan Doss', 10), ('Zachary Doss', 0), ('Christian Giammichele', 0), ('Kieran Giammichele', 0), ('Monika Schnarre', 42), ('Allen Walls', 10), ('Kevin Sifuentes', 0), ('Tom Dugan', 35), ('Holly Wortell', 14), ('Susan Dills', 0), ('Peter Chen', 23), ('Dean Jacobson', 20), ('Mary Gordon Murray', 19), ('Julie Vasquez', 0), ('Dayna Winston', 15)]"
"Jean-Claude Van Damme, Raul Julia, Damian Chapa, Kylie Minogue, Roshan Seth, Ming-Na Wen, Simon Callow, Wes Studi, Byron Mann, Grand L. Bush, Jay Tavare, Andrew Bryniarski, Gregg Rainwater, Sander Vanocur, Miguel A. Núñez Jr., Robert Mammone, Kenya Sawada, Gerry Day, Adrian Cronauer, David Green, Kenzo Tsujimoto, Edward R. Pressman, Ray Swenson, Joe Bunger, Brian Moll, Maria Dickson, Norman Steiner, Andrew Cottgrove, Kawee ""Seng"" Sirikanerat, Kamilyn Kaneko, David DeSouza, Scott Rosen, Renzo Colla, Ric Curnow, Efthymios Kallos, Alex Ivacheff, Maow Krungvong, Francoise Le Cosset, Saleh Saqqaf, Rosanna Wong, Darcy LaPier, Jeri Barchilon, Peter Navy Tuiasosopo","[('Jean-Claude Van Damme', 192), ('Raul Julia', 142), ('Damian Chapa', 50), ('Kylie Minogue', 448), ('Roshan Seth', 59), ('Ming-Na Wen', 214), ('Simon Callow', 104), ('Wes Studi', 87), ('Byron Mann', 53), ('Grand L. Bush', 40), ('Jay Tavare', 37), ('Andrew Bryniarski', 46), ('Gregg Rainwater', 25), ('Sander Vanocur', 39), ('Miguel A. Núñez Jr.', 41), ('Robert Mammone', 31), ('Kenya Sawada', 31), ('Gerry Day', 37), ('Adrian Cronauer', 57), ('David Green', 27), ('Kenzo Tsujimoto', 20), ('Edward R. Pressman', 45), ('Ray Swenson', 0), ('Joe Bunger', 0), ('Brian Moll', 21), ('Maria Dickson', 0), ('Norman Steiner', 0), ('Andrew Cottgrove', 0), ('Kawee ""Seng"" Sirikanerat', 0), ('Kamilyn Kaneko', 0), ('David DeSouza', 0), ('Scott Rosen', 56), ('Renzo Colla', 0), ('Ric Curnow', 0), ('Efthymios Kallos', 3), ('Alex Ivacheff', 0), ('Maow Krungvong', 0), ('Francoise Le Cosset', 0), ('Saleh Saqqaf', 0), ('Rosanna Wong', 24), ('Darcy LaPier', 22), ('Jeri Barchilon', 0), ('Peter Navy Tuiasosopo', 29)]"
"Winona Ryder, Susan Sarandon, Trini Alvarado, Eric Stoltz, Christian Bale, Gabriel Byrne, Claire Danes, Kirsten Dunst, Samantha Mathis, John Neville, Florence Patterson, Mary Wickes, Florence Paterson, Robin Collins, Corrie Clark, Rebecca Toolan, Michelle Goodger, Matthew Walker, Curt Willington, Billie Pleffer, Louella Pleffer, Janne Mortil, Sarah Strange, Ahnee Boyce, Michele Goodger, Marco Roy, A.J. Unger, Brian Finn, Janie Wood-Morris, Janie Woods-Morris, Patricia Leith, Christine Lippa, Kristina West, Nicole Babuick, Jenna Percy, Alan Robertson, Mar Andersons, Cameron Labine, Bethoe Shirkoff, Marilyn Norry, Cameron Libman, Tegan Moss, Janet Craig, Beverley Elliott, James Leard, Charles Baird, Jay Brazeau, Demetri Goritsas, Kate Robbins, Donal Logue, Scott Bellis, John Shaw, Irene Miscisco, Peter James Haworth, Natalie Friisdahl, Kristy Friisdahl, Bryan Finn, Sean Finn","[('Winona Ryder', 296), ('Susan Sarandon', 304), ('Trini Alvarado', 46), ('Eric Stoltz', 80), ('Christian Bale', 184), ('Gabriel Byrne', 131), ('Claire Danes', 160), ('Kirsten Dunst', 192), ('Samantha Mathis', 71), ('John Neville', 83), ('Florence Patterson', 10), ('Mary Wickes', 77), ('Florence Paterson', 26), ('Robin Collins', 14), ('Corrie Clark', 12), ('Rebecca Toolan', 24), ('Michelle Goodger', 0), ('Matthew Walker', 18), ('Curt Willington', 0), ('Billie Pleffer', 0), ('Louella Pleffer', 0), ('Janne Mortil', 16), ('Sarah Strange', 36), ('Ahnee Boyce', 0), ('Michele Goodger', 0), ('Marco Roy', 4), ('A.J. Unger', 0), ('Brian Finn', 6), ('Janie Wood-Morris', 0), ('Janie Woods-Morris', 0), ('Patricia Leith', 0), ('Christine Lippa', 0), ('Kristina West', 8), ('Nicole Babuick', 0), ('Jenna Percy', 0), ('Alan Robertson', 39), ('Mar Andersons', 10), ('Cameron Labine', 6), ('Bethoe Shirkoff', 0), ('Marilyn Norry', 25), ('Cameron Libman', 0), ('Tegan Moss', 32), ('Janet Craig', 14), ('Beverley Elliott', 30), ('James Leard', 8), ('Charles Baird', 40), ('Jay Brazeau', 42), ('Demetri Goritsas', 27), ('Kate Robbins', 44), ('Donal Logue', 76), ('Scott Bellis', 21), ('John Shaw', 6), ('Irene Miscisco', 0), ('Peter James Haworth', 0), ('Natalie Friisdahl', 0), ('Kristy Friisdahl', 0), ('Bryan Finn', 9), ('Sean Finn', 25)]"
